"logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"RHOC" -2.76267806883066 7.96182838560691 -2.18010876274582 0.0718743198792259 0.233841118674641 -4.59072157917796
"KCTD11" -3.71422467582566 2.57555795820741 -2.18009715609824 0.0718754721481341 0.233841118674641 -4.59072161789131
"KIF14" 2.98675004846624 0.386034643505138 2.18006673614166 0.0718784922292102 0.233841118674641 -4.59072171935618
"CWF19L2" -3.8073742228603 2.62213273172473 -2.17993299269781 0.0718917717733217 0.233849417899283 -4.59072216546632
"MPV17" 2.83138086725211 6.58901648770836 2.17942445763488 0.0719422878648869 0.233978819545052 -4.5907238619092
"SNORA48" 2.91419169453634 2.79975757155183 2.17881639010141 0.0720027390980321 0.234140489947756 -4.59072589078224
"ANGPTL2" -3.1972054838516 5.15326103320613 -2.17848470849614 0.0720357353536189 0.234212846584551 -4.59072699764993
"MOB2" -4.49949049492581 3.76067211811807 -2.17810332760434 0.07207369500311 0.234301316925099 -4.59072827052952
"NMRAL1" -3.86271164373192 2.64980144216054 -2.17773782394907 0.0721100936641422 0.23438468708579 -4.59072949057698
"EPB41L2" -3.11289547471919 5.38930270290211 -2.17475238229288 0.0724081074238591 0.235318252201857 -4.59073946177574
"NCKIPSD" -3.26830001524626 3.14507687827829 -2.17447088981202 0.0724362719173336 0.235340064148522 -4.59074040247921
"PRDM2" -4.46315434020088 3.7425040407556 -2.17430004075687 0.0724533715684468 0.235340064148522 -4.59074097347477
"KLHL3" -3.70175297769158 2.56932210914037 -2.17425920616615 0.072457459166342 0.235340064148522 -4.5907411099533
"ACAD8" -3.69961262752686 2.56825193405801 -2.1742537372588 0.0724580066293861 0.235340064148522 -4.59074112823179
"DNAJB12" -2.80811042399414 4.55149132985543 -2.17349373707436 0.072534127555036 0.235523225531342 -4.59074366868493
"LMNB1" 3.07784002042094 6.27316297993618 2.17347495153256 0.0725360101386384 0.235523225531342 -4.59074373148788
"USP31" -3.04620413462456 3.40251173505054 -2.17314329035992 0.0725692556693081 0.235586631900512 -4.59074484034972
"TMEM125" -3.73753477877733 2.58721300968325 -2.17306451526345 0.0725771543428883 0.235586631900512 -4.59074510374182
"FHOD1" -4.50549848813854 3.76367611472443 -2.17184696876364 0.0726993485561776 0.235948138844402 -4.59074917564299
"ZNF266" -2.7943380733683 4.37739563500723 -2.16879862232958 0.0730062120692958 0.236908799236927 -4.59075937793439
"RYK" -2.76433581810232 4.42254162423311 -2.16867215462707 0.0730189717329083 0.236914934037244 -4.59075980143319
"TIMP3" -3.02436778510254 8.601678947735 -2.16827497718445 0.0730590589252311 0.237009719808493 -4.59076113157069
"ARL6IP4" -2.94052604611616 5.41018039127703 -2.16775687960053 0.0731113846015441 0.237144174130931 -4.59076286694196
"WASF2" -3.26215979258225 5.72025900978628 -2.16688950141384 0.0731990723620168 0.237393271875447 -4.5907657729281
"ZCCHC24" -3.56531511356794 3.66206722452223 -2.16653501321169 0.0732349405113189 0.237474263362871 -4.59076696082484
"CASP4" 2.75039476338518 8.65959854607178 2.16590734907051 0.0732984936955862 0.237644989897768 -4.59076906449683
"PLCB3" -2.77338315418463 3.69009969810805 -2.16515104188701 0.073375147709907 0.237858134240459 -4.59077159993421
"TMOD1" -2.91478146362259 3.33680039954955 -2.16488291904084 0.0734023425368451 0.237910908591169 -4.59077249894602
"SLC35C2" -2.73978015524125 4.13206711854038 -2.1643686164701 0.0734545355518639 0.238044679069875 -4.59077422362789
"CEP250" -3.6919619002882 2.56442657043868 -2.16412337266878 0.0734794370725129 0.238089979168956 -4.59077504614574
"MLXIPL" 2.82089549062627 0.711675336010246 2.16391302317422 0.0735008024094378 0.238123809470647 -4.59077575168785
"FAM20C" -3.23778517449861 3.12981945790446 -2.1636387561612 0.0735286694750255 0.238178690525655 -4.59077667169541
"PLEKHG3" -3.76971212271197 2.60330168165057 -2.16224520047874 0.073670430278215 0.238567136995383 -4.59078134761654
"BICD2" -2.74050332219469 4.21266103811372 -2.16224473625956 0.0736704775480995 0.238567136995383 -4.59078134917455
"LINC00667" -2.93072480413726 3.58748548339201 -2.16192306443652 0.0737032398024682 0.238637777476886 -4.5907824288282
"VEZT" -2.75110071029071 4.35577695346844 -2.16103853305419 0.073793406426216 0.238877487015741 -4.59078539827127
"TAF11" -2.74198036028715 4.28559451182753 -2.16098181038667 0.0737991924376748 0.238877487015741 -4.59078558872472
"PPM1M" -3.82895668729469 2.63292396394193 -2.16037331920049 0.0738612910608765 0.238913668872602 -4.59078763204423
"TPT1-AS1" -3.67583909017335 2.55636516538126 -2.16030821977937 0.073867937857565 0.238913668872602 -4.59078785067411
"DCP1A" -2.85429930278105 4.34175398307448 -2.15968710596313 0.0739313858607721 0.238913668872602 -4.59078993686908
"NFKBID" 2.77423498872352 5.52466355575163 2.15927845096349 0.0739731612917906 0.238913668872602 -4.59079130970145
"BCAT2" -3.16258507887297 3.09221941009164 -2.15873942295101 0.0740283013877817 0.238913668872602 -4.59079312080323
"ANKRD55" 2.86689338266665 0.688676389990053 2.15873424468582 0.0740288313051676 0.238913668872602 -4.59079313820352
"EMC9" -3.84173001106073 2.63931062582494 -2.15813867351877 0.0740898050246732 0.238913668872602 -4.59079513968108
"ANXA6" -2.91120576732659 6.46840582174901 -2.15749225350773 0.0741560429235726 0.238913668872602 -4.59079731250531
"ZHX3" -3.83630491023842 2.63659807541379 -2.1571484900487 0.0741912927171851 0.238913668872602 -4.59079846820082
"RABL6" -3.15023021450664 3.08604197790848 -2.15703996808392 0.0742024242220346 0.238913668872602 -4.59079883306826
"FAM163A" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"MIR4260" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"LGALS8-AS1" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"SNORA70G" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"TSSK4" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"INSM2" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"SERPINA10" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"LINC00638" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"GOLGA6C" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"IGFALS" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"HILS1" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"C17orf99" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"CLEC17A" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"CYP4F22" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"UCA1" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"LIM2" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"INSM1" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"RBPJL" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"TNFRSF6B" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"FAM83F" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"CPT1B" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"ZNF860" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"CCR9" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"MAGI1-AS1" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"SNORA7B" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"YIPF7" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"GRM4" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"ADGB" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"LOC100128993" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"KCNV2" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"LOC441454" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"GPRASP2" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"ZFP92" 4.17437200317615 -1.3687403812935 2.15626771038969 0.0742816871105942 0.238913668872602 -4.5908014299096
"USP20" -3.12109176711237 3.07147275421134 -2.15583116987568 0.0743265311425952 0.239022631943811 -4.59080289815237
"TRIT1" -3.7101070607637 2.57349915067643 -2.15487970247085 0.0744243678214815 0.239301953887717 -4.59080609904188
"PCDH1" -3.98806527212697 4.66592355416232 -2.15407746019529 0.0745069627987465 0.239498899651285 -4.59080879872598
"TNFAIP6" 3.09027138429674 6.72517921823765 2.15401760050073 0.0745131294327048 0.239498899651285 -4.59080900019398
"PIGS" -2.71648925257034 4.03013554438401 -2.15396467402128 0.074518582256045 0.239498899651285 -4.59080917833052
"EGFL7" -5.13014182965723 4.44448058256688 -2.1521614444225 0.0747046072904099 0.240046806220327 -4.5908152494548
"POU2AF1" 3.2803741612885 4.03843496735787 2.15209872985942 0.0747110856264026 0.240046806220327 -4.59081546067004
"THAP9-AS1" -2.85091560103931 4.62100157600768 -2.15184571358447 0.0747372277453673 0.240095409457004 -4.59081631284501
"ITGA10" -3.67173942392707 2.55431533225812 -2.1508256373692 0.0748427191671302 0.240398872632764 -4.59081974927523
"RNF168" -3.66412586794313 2.55050855426615 -2.15053275530906 0.0748730358504248 0.240460816624681 -4.59082073615714
"MAPK9" -2.83421898610429 3.53923257437553 -2.14996429582114 0.0749319139455268 0.240581748597785 -4.5908226518941
"CCL18" 2.92187310063814 8.45748804500584 2.14995607682728 0.074932765574637 0.240581748597785 -4.59082267959525
"FAM193A" -2.84631773352166 3.54528194808421 -2.14980688619108 0.0749482260161394 0.240586912588623 -4.59082318243825
"SYNM" -3.09769564164591 4.5892215360049 -2.14964561492116 0.0749649420389502 0.240586912588623 -4.59082372602752
"PCDHGA10" 3.08471015345387 -0.0314282060717783 2.14959953806356 0.0749697186806416 0.240586912588623 -4.59082388134206
"ATG16L2" -2.71304318393926 3.92518707133476 -2.14945949537212 0.0749842383787243 0.240586912588623 -4.59082435340891
"PDGFRL" 2.80801394259373 2.88421432519712 2.14940815540215 0.0749895620556547 0.240586912588623 -4.59082452647536
"RCC2" -2.73181164468648 5.35393084819184 -2.1482033341587 0.0751146068551121 0.240952624815435 -4.59082858878499
"DGKE" -3.6574814388012 2.54718633969518 -2.14790346000025 0.0751457631226755 0.241017098114326 -4.59082960013381
"CKLF" 2.90342511376152 2.10294573439957 2.14758620247473 0.0751787399121661 0.241087390593716 -4.59083067022203
"SGMS1" -2.80508900086583 3.5246675817563 -2.14742523367142 0.0751954772132136 0.241105592353106 -4.59083121320323
"SMG7-AS1" 3.21186874782021 0.697473747105629 2.14677807668155 0.075262806224873 0.241285981362488 -4.59083339649895
"RRP9" -2.72949164610491 4.34497242137554 -2.14659643789903 0.0752817146948379 0.241311108118144 -4.59083400937528
"AOC3" -3.51896176464716 5.41924802729908 -2.14618955206654 0.0753240889043645 0.241411434472641 -4.59083538240644
"C12orf10" -2.74628113875262 3.82130199898954 -2.14596913104601 0.0753470543679319 0.241449536027317 -4.59083612629392
"ASCL2" 3.14923112595474 1.18756147794238 2.14564714409566 0.0753806147969338 0.241521572942638 -4.59083721305139
"EXOSC8" -2.89542765359273 3.32712349453463 -2.14536618775787 0.0754099111611687 0.241539240040713 -4.59083816142134
"GCFC2" -3.65307021067866 2.54498072563391 -2.14518876418584 0.0754284177916732 0.241539240040713 -4.59083876036251
"ING5" -3.6540039014423 2.54544757101573 -2.14462758138791 0.0754869840963421 0.241539240040713 -4.59084065502473
"DEAF1" -3.11054940356131 3.06620157243581 -2.14400656598669 0.0755518490108009 0.241539240040713 -4.59084275211523
"WISP2" -4.58079124289084 3.00884124174 -2.1438133407425 0.0755720429959252 0.241539240040713 -4.59084340470282
"FBXO9" -2.7856496703352 3.96149031453273 -2.14350905279951 0.0756038553708384 0.241539240040713 -4.59084443247399
"NDUFS7" -2.85945594073713 3.8778893999818 -2.14343519783062 0.0756115787523531 0.241539240040713 -4.59084468194457
"ARC" -3.71631764788566 2.57660444423741 -2.14319410500719 0.0756367966582692 0.241539240040713 -4.59084549636215
"ESPN" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"MIR186" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"TAS2R50" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"FAM169B" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"HBZ" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"TMEM132E" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"NEUROD2" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"SEC1P" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"PRICKLE2-AS1" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"SLC9A3" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"GPR22" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"MAGEA8" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"RPS4Y2" 3.65346191532884 -1.10828533736984 2.14231967679389 0.0757283327494743 0.241539240040713 -4.5908484507625
"TNFSF18" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"SNORA19" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"PMCH" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"HIF1A-AS2" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"ARHGAP11B" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"FOXN1" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"FFAR3" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"KCNK12" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"STX16-NPEPL1" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"MIR4653" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"OR2A20P" 3.6959063641221 -1.12950756176647 2.14210257260937 0.0757510770410136 0.241539240040713 -4.59084918442091
"EIF4H" -2.78713395528128 6.92028701982472 -2.14209555876509 0.0757518119428505 0.241539240040713 -4.59084920812364
"RAI2" -3.9144700108176 2.67568062570338 -2.14172455175346 0.0757906960124071 0.241627877867842 -4.59085046199283
"CLK1" -3.44057875759259 6.0674289204372 -2.14131305025248 0.0758338481101298 0.24173009465582 -4.59085185290347
"IQUB" 2.7468461711317 0.929985035449884 2.14071432661252 0.0758966782300939 0.241859633827684 -4.59085387698808
"TG" 2.7468461711317 0.929985035449884 2.14071432661252 0.0758966782300939 0.241859633827684 -4.59085387698808
"SHC2" -3.21023243619123 3.11604308875077 -2.14053841639014 0.0759151484048794 0.24187421098006 -4.59085447175993
"SLC6A8" -3.67211920197355 2.55450522128136 -2.14045940465618 0.0759234459570387 0.24187421098006 -4.59085473891886
"MSMB" 5.14742549917855 0.188464291330472 2.13997085493067 0.0759747724851045 0.241973356128614 -4.59085639098974
"DNAI1" 3.14109411853485 1.27186231774895 2.1399518512648 0.0759767697088697 0.241973356128614 -4.59085645525772
"DIDO1" -3.07656752056772 4.63417313166017 -2.13983962324742 0.0759885656073252 0.241975568231244 -4.59085683480705
"PRPF38B" -2.8602102310889 4.86168311319008 -2.13948571209696 0.0760257762753626 0.242008439819224 -4.59085803181075
"GPD1L" -3.97665185514762 2.70677154786839 -2.13940977022621 0.0760337633330202 0.242008439819224 -4.59085828868122
"ALS2CL" -4.39188819791739 3.70687096961385 -2.13937429263012 0.0760374949237746 0.242008439819224 -4.5908584086851
"ARHGDIB" 2.96792612104939 9.1895440584271 2.1393191077168 0.0760432997349114 0.242008439819224 -4.59085859535234
"MTX1" -3.71899628815526 2.57794376437221 -2.13876503568916 0.0761016068419669 0.242158645888227 -4.59086046973738
"ATP2A3" -2.88969474532596 3.89300880227621 -2.13823145454357 0.0761578009151444 0.242302085322931 -4.59086227513581
"YRDC" -2.766437785531 3.83138032237873 -2.13808072939825 0.0761736822263759 0.242317243357898 -4.59086278518094
"SCML1" -2.75252643185631 3.67967133694389 -2.13795993878662 0.076186411903608 0.242322372721865 -4.59086319394814
"PTPRK" -3.37074430022591 4.35726306821179 -2.13772942706391 0.07621071073297 0.242364292653421 -4.59086397406865
"SEMA6B" -3.90552599359098 2.67120861709007 -2.13694660653202 0.0762932891270379 0.242591513216929 -4.5908666238214
"FOXO1" -2.79487611855083 4.68052518804248 -2.13670162119281 0.0763191510382225 0.242638351105621 -4.59086745321129
"GEM" -4.00249572453243 6.31952965497898 -2.13647785116575 0.0763427811999482 0.242678081058082 -4.59086821083747
"DCAF11" -2.72911234624228 4.12673321404089 -2.13610999245176 0.0763816434463797 0.242766212044436 -4.59086945643445
"CDC42EP1" -2.70234391896112 4.11334900040031 -2.13566303952649 0.0764288888308648 0.242880957843178 -4.59087097005872
"SLC6A4" -3.08069555146728 3.4197574434719 -2.13553922177163 0.0764419823433222 0.242887155850932 -4.59087138941302
"LOC100129034" -2.69827929968752 4.19154902686013 -2.1349300850707 0.0765064309552325 0.243056504231337 -4.59087345273361
"R3HCC1" -3.78521096705617 2.61105110382266 -2.13482032873521 0.0765180494429407 0.243057989464847 -4.59087382455491
"RFXANK" -3.68432367220238 2.56060745639577 -2.13417841122434 0.0765860371725484 0.243067475930955 -4.59087599945342
"FCGR2C" 2.75049549183464 1.77218837194105 2.13364535497654 0.0766425420436554 0.243067475930955 -4.59087780587418
"SNORA70" -3.63172092551767 2.53430608305341 -2.133490742361 0.0766589392309756 0.243067475930955 -4.59087832988612
"GCHFR" -4.02452969398595 2.73071046728756 -2.13304710365766 0.0767060085523386 0.243067475930955 -4.59087983361484
"KLHDC4" -2.91771699469328 3.3382681650849 -2.13285553346528 0.0767263429765379 0.243067475930955 -4.59088048301818
"IFIH1" 3.22212726380372 6.90839792354468 2.13281657473688 0.0767304789680948 0.243067475930955 -4.59088061508941
"NSMF" -2.730700164589 3.66875820331024 -2.13155963699494 0.0768640423463684 0.243067475930955 -4.59088487707576
"MRPL41" -2.75699193469785 4.47438533872524 -2.1311494534037 0.076907680337965 0.243067475930955 -4.5908862683044
"SLC28A3" 2.76265716071831 0.922079540656578 2.13086209390697 0.0769382666147464 0.243067475930955 -4.59088724306232
"ATP1A3" 2.87765996344148 0.440579686017522 2.13070837637902 0.0769546332777219 0.243067475930955 -4.59088776452934
"ELK1" -2.69763500765635 4.19122688084455 -2.13057032648475 0.0769693348093427 0.243067475930955 -4.59088823286891
"TSPO" -3.27221333739069 5.46896163423787 -2.13054105877519 0.0769724520240135 0.243067475930955 -4.59088833216354
"FES" -3.70956062542683 3.73418998045168 -2.13018680765068 0.0770101924846411 0.243067475930955 -4.59088953408547
"POLD2" -2.80298364360203 4.76263855152672 -2.12986197705386 0.0770448152527434 0.243067475930955 -4.59089063631377
"CAB39L" -3.85015874060513 2.64352499059714 -2.1296069822168 0.0770720055906275 0.243067475930955 -4.59089150165692
"ANKS1A" -2.87962833944538 4.11170508782153 -2.12938791047411 0.0770953732603647 0.243067475930955 -4.59089224515174
"COL9A2" 2.94047542684884 2.67095293234235 2.12927539512535 0.0771073777253646 0.243067475930955 -4.59089262703231
"RGCC" -2.86285480005037 6.63994280913935 -2.12903073255157 0.0771334878201632 0.243067475930955 -4.59089345747448
"PLEKHO2" -3.47068216406225 5.88896906211741 -2.12867631247782 0.077171327155324 0.243067475930955 -4.59089466058047
"SBF2" -2.78172398324696 3.51298507294686 -2.12857392881237 0.0771822615907303 0.243067475930955 -4.59089500815631
"DNAJC3" -2.86461202458819 4.82952763489771 -2.12799113504936 0.0772445333801812 0.243067475930955 -4.59089698687373
"CLIC5" -2.90119793835315 4.8821769668222 -2.1279553780212 0.0772483557095502 0.243067475930955 -4.59089710828959
"SUMO1P1" 4.18996931397795 0.353176772624255 2.12781106387849 0.0772637844676606 0.243067475930955 -4.59089759833464
"TRMU" -3.62338786912581 2.53013955485748 -2.12744739402056 0.0773026787379213 0.243067475930955 -4.59089883334744
"SLC5A6" -2.71186230783552 4.0278220720166 -2.12739383447447 0.0773084085915643 0.243067475930955 -4.59089901524692
"PRKCZ" -3.63582299137908 2.53635711598412 -2.12707360930558 0.0773426756692824 0.243067475930955 -4.59090010286711
"HABP4" -3.15849025778002 3.09017199954517 -2.12693344870718 0.0773576790503818 0.243067475930955 -4.5909005789486
"SLC35F2" -3.67438729299393 2.55563926679154 -2.12631151886935 0.0774242889815155 0.243067475930955 -4.59090269171874
"SLC44A5" 5.16036481509136 -1.06925553689052 2.1259432963522 0.077463754011566 0.243067475930955 -4.59090394282242
"CHST4" 3.58783964868972 -0.282992953689699 2.12574938149075 0.0774845455230309 0.243067475930955 -4.59090460174589
"KHDRBS3" -3.83319137747778 2.63504130903347 -2.12567520978861 0.0774924997074614 0.243067475930955 -4.59090485379295
"CD8A" -3.64563829401255 2.54126476730085 -2.12546101955593 0.0775154741908121 0.243067475930955 -4.59090558168008
"VPS25" -2.71322873697529 3.80477579810088 -2.12536605140447 0.0775256628995594 0.243067475930955 -4.59090590442905
"LRRC7" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"PIN1P1" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"LOC339529" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"RBP3" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"ARMS2" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"LOC283038" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"TEX12" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"TMEM225" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"NANOG" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"SLCO1B3" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"HOTAIR" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"MIR320D1" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"LINC00333" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"ZIC2" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"SOX1" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"FOXG1" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"OR4N3P" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"CHRNB4" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"ST8SIA2" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"MIR940" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"ZNF205-AS1" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"GP2" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"TRIM72" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"CLEC3A" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"RPL29P2" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"LYZL6" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"NPB" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"MADCAM1" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"RTBDN" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"MYO3B" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"MIR10B" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"INHA" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"CDH22" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"C20orf197" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"MYO18B" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"FEZF2" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"STXBP5L" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
"GABRG1" 4.48838761448267 -1.52574818694676 2.12527143692468 0.0775358150272023 0.243067475930955 -4.59090622598628
