"Series15_HealthyLungBiopsy_2" "Series15_HealthyLungBiopsy_1" "Series15_COVID19Lung_2" "Series15_COVID19Lung_1"
"CD3E" 3.88121751614203 4.55789529769091 5.03711412478093 2.70355786398533
"CD3D" 2.71642536142851 4.44598633648349 0.318295877324987 2.70355786398533
"CD3G" 0.36790305652943 1.68109791061556 -1.26666662339617 2.70355786398533
"UBE4A" 5.3897546072368 5.47214507607445 3.37718956637856 5.51091278604294
"LOC100131626" -5.05836169817267 -2.77102890739851 2.43377309474492 2.70355786398533
"TTC36" -1.88843669673036 -2.77102890739851 -1.26666662339617 2.70355786398533
"TMEM25" 4.08374535912988 1.3899629692738 -1.26666662339617 2.70355786398533
"IFT46" 3.99963002458651 3.57671547929299 4.34804322071904 2.70355786398533
"ARCN1" 6.87126658485189 7.83187611581371 6.78318192605439 5.51091278604294
"PHLDB1" 7.80059061257827 6.71345835930812 -1.26666662339617 2.70355786398533
"TREH" -5.05836169817267 -2.24051419069973 -1.26666662339617 2.70355786398533
"DDX6" 6.90778321517293 6.82205092074516 4.71061330010375 2.70355786398533
"CXCR5" -1.88843669673036 1.54286186842344 -1.26666662339617 2.70355786398533
"BCL9L" 4.42746761052924 7.01705497481613 2.82079621785417 5.51091278604294
"MIR4492" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"UPK2" -2.25100677611506 -3.13359898678321 3.25689533266084 2.70355786398533
"FOXR1" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"CCDC84" 4.80737157267909 4.59529330684731 -1.26666662339617 2.70355786398533
"RPL23AP64" -3.47339919745151 -2.24051419069973 -1.26666662339617 2.70355786398533
"RPS25" 9.67978335230868 9.43886440230046 8.40398962572227 9.00733861216244
"TRAPPC4" 5.11531543813075 6.36482286006899 3.68752968699071 5.02548595887269
"SLC37A4" 4.20608090205393 3.5529015404 1.90325837804614 2.70355786398533
"HYOU1" 6.26750588240275 8.17725719870237 5.57882342754821 5.51091278604294
"VPS11" 5.31776369110351 5.39722534105929 1.54068829866143 2.70355786398533
"HMBS" 3.56002380408594 2.88876882624524 1.05526147149119 2.70355786398533
"H2AFX" 4.3531492898394 4.53579229509865 2.43377309474492 2.70355786398533
"DPAGT1" 4.17285948253852 5.62747728432664 5.03711412478093 5.02548595887269
"C2CD2L" 2.75541949304437 3.06186110676624 3.25689533266084 2.70355786398533
"HINFP" 4.17765249372742 4.26239409413895 -1.26666662339617 2.70355786398533
"ABCG4" 0.299190306445416 -5.94095390884082 -1.26666662339617 2.70355786398533
"NLRX1" 3.99420635263149 1.60594055104682 -1.26666662339617 2.70355786398533
"PDZD3" -0.414505508397943 -4.35599140811966 -1.26666662339617 2.70355786398533
"CCDC153" 2.56369012128371 -0.268528566869322 -1.26666662339617 2.70355786398533
"CBL" 4.42343773349308 5.50871062963537 1.54068829866143 4.28852036470649
"MCAM" 9.37971538598878 8.66110696764639 5.27249218771186 2.70355786398533
"RNF26" 4.50197113603977 3.51231672516981 1.54068829866143 4.28852036470649
"C1QTNF5" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"MFRP" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"USP2" 4.11905783981657 1.65150312842726 -1.26666662339617 2.70355786398533
"THY1" 6.56414775651067 3.08971322740612 5.20906680757023 7.4584453661488
"TRIM29" 1.62813882901055 6.65686587980469 -1.26666662339617 2.70355786398533
"OAF" 5.37522374297783 4.48216200130628 1.05526147149119 2.70355786398533
"POU2F3" -0.666044275393907 2.10889464060974 2.64022397221235 2.70355786398533
"LOC649133" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"TMEM136" 3.18481228530028 4.40445133787698 -1.26666662339617 2.70355786398533
"ARHGEF12" 7.06802013236997 7.0878155116826 6.49488460904831 2.70355786398533
"GRIK4" 1.09138542133201 -0.0102165712779313 -1.26666662339617 2.70355786398533
"TBCEL" 3.99963002458651 3.65337069508403 -1.26666662339617 2.70355786398533
"TECTA" -0.970898856922328 -0.108063894676076 -1.26666662339617 2.70355786398533
"SORL1" 4.13885499493738 5.44544751479996 5.83136545956436 6.16298948262263
"MIR100HG" 4.92605676062847 6.64142332679987 4.88308049610851 2.70355786398533
"MIR125B1" -5.05836169817267 -3.13359898678321 -1.26666662339617 2.70355786398533
"BLID" -5.05836169817267 -0.731500543211868 -1.26666662339617 2.70355786398533
"MIRLET7A2" -5.05836169817267 -3.61902581395346 -1.26666662339617 2.70355786398533
"MIR100" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"UBASH3B" 4.86199115724241 4.92555230338538 2.82079621785417 2.70355786398533
"CRTAM" 2.74253820174764 1.57474592944322 2.43377309474492 2.70355786398533
"BSX" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"LOC341056" -2.73643360328531 -2.48152229020352 -1.26666662339617 2.70355786398533
"HSPA8" 9.89542552399747 10.6579563907647 7.29175408987249 7.65775417437221
"CLMP" 1.97506130336478 5.36681612304988 2.82079621785417 2.70355786398533
"MIR4493" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"GRAMD1B" 0.151091667456282 0.325832631854084 0.318295877324987 5.02548595887269
"SCN3B" 3.40516267509851 0.325832631854084 -1.26666662339617 2.70355786398533
"ZNF202" 3.88708213820524 4.93786337577341 2.98126089004742 2.70355786398533
"OR6X1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR6M1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"TMEM225" -1.59893007953537 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR8D4" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR4D5" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR6T1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR10S1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR10G4" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR10G9" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR10G8" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR10G7" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"VWA5A" 5.43048264828467 4.68384154701942 5.24112801680253 2.70355786398533
"OR8G1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR8G5" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"OR8D1" -5.05836169817267 -3.61902581395346 -1.26666662339617 2.70355786398533
"OR8D2" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR8B2" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR8B3" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR8B4" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR8B8" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR8B12" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"OR8A1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PANX3" -3.47339919745151 -5.94095390884082 -1.26666662339617 2.70355786398533
"TBRG1" 6.15656448976977 6.38744052951164 4.61597642596567 2.70355786398533
"SIAE" 4.05277397206204 2.44706337650432 3.37718956637856 2.70355786398533
"SPA17" 1.59984978457913 0.434085522506107 -1.26666662339617 2.70355786398533
"NRGN" 5.4041405744246 3.76121877652473 1.54068829866143 2.70355786398533
"VSIG2" 4.80117308820999 4.93172097142979 -1.26666662339617 2.70355786398533
"ESAM" 8.44061213108974 7.97184188863067 6.90825905910451 6.95148537742892
"MSANTD2" 3.62463288550902 4.28184099402729 3.5913143717314 2.70355786398533
"ROBO3" 4.97368402875814 5.98274497445425 0.318295877324987 2.70355786398533
"ROBO4" 8.41825794801937 7.07881054400892 3.8626163935488 4.28852036470649
"HEPN1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"HEPACAM" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"CCDC15" 0.227040520689581 0.287864781655063 -1.26666662339617 2.70355786398533
"SLC37A2" 2.53409533909541 2.72082418893117 -1.26666662339617 2.70355786398533
"TMEM218" 3.88708213820524 2.80387992865873 -1.26666662339617 2.70355786398533
"PKNOX2" 5.35843582943339 2.77672251422558 1.05526147149119 2.70355786398533
"FEZ1" 5.50674038018765 3.97343122331463 2.43377309474492 2.70355786398533
"EI24" 6.92142073253042 6.81872625837015 5.65219661387843 5.02548595887269
"STT3A" 5.68731262582947 7.29909203707832 5.10837280795076 5.51091278604294
"CHEK1" 2.64899743390822 1.23895518117412 2.82079621785417 2.70355786398533
"ACRV1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PATE1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PATE2" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PATE3" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PATE4" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"HYLS1" 1.95286555725059 2.51437331146374 -1.26666662339617 2.70355786398533
"PUS3" 3.61052328609358 4.0993358121849 1.05526147149119 2.70355786398533
"DDX25" -1.88843669673036 -2.77102890739851 -1.26666662339617 2.70355786398533
"CDON" 2.27255517994195 0.688402711238792 -1.26666662339617 2.70355786398533
"RPUSD4" 5.06705177231065 5.27639799642952 3.37718956637856 2.70355786398533
"FAM118B" 3.97230543807427 3.86801026607844 -1.26666662339617 2.70355786398533
"FOXRED1" 4.51339094533088 3.17018176139389 0.318295877324987 2.70355786398533
"TIRAP" 1.73605416817744 1.52665164124218 2.64022397221235 2.70355786398533
"DCPS" 3.97230543807427 3.35596229803847 -1.26666662339617 2.70355786398533
"ST3GAL4" 5.48563675196187 4.75861854444645 4.09088538122191 2.70355786398533
"KIRREL3" -0.666044275393907 -0.896559789482364 -1.26666662339617 2.70355786398533
"KIRREL3-AS2" -0.970898856922328 -5.94095390884082 -1.26666662339617 2.70355786398533
"MIR3167" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"KIRREL3-AS3" -2.25100677611506 -5.94095390884082 -1.26666662339617 2.70355786398533
"ETS1" 8.33408989759302 10.3394725275242 6.54711456782087 6.95148537742892
"FLI1" 6.76061984125978 6.22803153213788 4.22518647293351 4.28852036470649
"KCNJ1" -0.414505508397943 -2.48152229020352 -1.26666662339617 2.70355786398533
"KCNJ5" 1.20842484252223 -0.449100812511143 -1.26666662339617 2.70355786398533
"C11orf45" 1.17045699232321 -0.986757598453943 -1.26666662339617 2.70355786398533
"TP53AIP1" -1.35792198003158 -5.94095390884082 -1.26666662339617 2.70355786398533
"ARHGAP32" 3.5303529374096 3.73323835930487 -1.26666662339617 2.70355786398533
"BARX2" -0.200380703045096 -1.54863648606206 -1.26666662339617 2.70355786398533
"TMEM45B" 1.13146286070735 6.13753050857063 -1.26666662339617 2.70355786398533
"NFRKB" 4.3825074694382 4.99052232504597 -1.26666662339617 2.70355786398533
"PRDM10" 1.99692073732852 3.76121877652473 2.82079621785417 2.70355786398533
"LINC00167" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"APLP2" 8.95347703528258 8.81440314419446 10.1860894056363 9.44502485038648
"ST14" 3.29478512732542 5.13251824513564 2.19276499524113 2.70355786398533
"ZBTB44" 5.10024799004181 4.80303895221936 -1.26666662339617 2.70355786398533
"ADAMTS8" 4.94022873157266 3.01614813272147 2.64022397221235 4.28852036470649
"ADAMTS15" 4.01577976457984 1.8855945784501 2.19276499524113 4.28852036470649
"C11orf44" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"SNX19" 5.34145026115302 5.85224295022013 3.68752968699071 2.70355786398533
"NTM" 4.34038199376553 -0.0583108594789764 -1.26666662339617 2.70355786398533
"OPCML" -1.59893007953537 -4.35599140811966 -1.26666662339617 2.70355786398533
"SPATA19" -5.05836169817267 -3.61902581395346 -1.26666662339617 2.70355786398533
"MIR4697" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"IGSF9B" -0.666044275393907 0.125135281616955 -1.26666662339617 2.70355786398533
"LOC100128239" -1.15147110256415 -0.213033454277619 -1.26666662339617 2.70355786398533
"JAM3" 6.81930587589521 7.19811774445434 3.77772749596228 4.28852036470649
"NCAPD3" 2.84250510980808 2.87602971441456 -1.26666662339617 2.70355786398533
"VPS26B" 5.59895675140862 4.05763652090451 3.25689533266084 2.70355786398533
"THYN1" 5.09519033353544 3.78866683471222 2.98126089004742 2.70355786398533
"ACAD8" 4.40311774911349 4.43299874652938 -1.26666662339617 2.70355786398533
"GLB1L3" -1.15147110256415 -3.61902581395346 -1.26666662339617 2.70355786398533
"GLB1L2" 2.47301976234364 1.65150312842726 -1.26666662339617 4.28852036470649
"B3GAT1" 0.556348145942541 0.904536142103557 -1.26666662339617 2.70355786398533
"LOC283177" -2.73643360328531 -4.35599140811966 -1.26666662339617 2.70355786398533
"FAM138D" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"IQSEC3" 2.54896861557694 0.468437027296884 1.05526147149119 2.70355786398533
"LOC574538" -1.15147110256415 -5.94095390884082 -1.26666662339617 2.70355786398533
"SLC6A12" -0.534799742115655 0.65895893334631 -1.26666662339617 2.70355786398533
"SLC6A13" -0.303474196009199 -0.159594195316158 -1.26666662339617 2.70355786398533
"KDM5A" 5.4041405744246 5.77372091846718 4.71061330010375 2.70355786398533
"CCDC77" 2.72954086121876 2.18316740298837 0.318295877324987 2.70355786398533
"B4GALNT3" 0.433491398157007 2.69929102738153 -1.26666662339617 2.70355786398533
"NINJ2" 4.76022047930819 3.09521970371267 2.19276499524113 2.70355786398533
"WNK1" 7.14834745118598 7.02428926371607 6.508120436205 2.70355786398533
"RAD52" 3.14620944607654 2.83712322069454 -1.26666662339617 2.70355786398533
"ERC1" 5.72381749565854 5.84081560302231 3.4882208787673 2.70355786398533
"FBXL14" 2.57826292237098 1.63647491919493 -1.26666662339617 2.70355786398533
"WNT5B" -0.0139675788142142 0.929410810742587 -1.26666662339617 2.70355786398533
"MIR3649" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"ADIPOR2" 7.67444169622083 6.33778591770929 4.15959813130593 2.70355786398533
"CACNA2D4" 2.21776270710157 1.47689860604508 2.64022397221235 2.70355786398533
"LRTM2" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"DCP1B" 3.30358207556257 3.49158799154744 -1.26666662339617 2.70355786398533
"CACNA1C" 5.01444083637154 3.74729640029236 -1.26666662339617 2.70355786398533
"CACNA1C-AS4" -5.05836169817267 -1.54863648606206 -1.26666662339617 2.70355786398533
"CACNA1C-IT3" -5.05836169817267 -2.77102890739851 -1.26666662339617 2.70355786398533
"CACNA1C-AS1" -0.104165387785792 -3.13359898678321 -1.26666662339617 2.70355786398533
"FKBP4" 6.33449234170021 7.8403033369086 6.98599880905408 7.74795198334379
"ITFG2" 4.52472106933027 3.01614813272147 2.82079621785417 4.28852036470649
"NRIP2" 3.08629654465921 -0.0102165712779313 -1.26666662339617 2.70355786398533
"FOXM1" 0.774528315992074 -0.108063894676076 -1.26666662339617 2.70355786398533
"RHNO1" 3.28593420974315 2.74904406257863 0.318295877324987 2.70355786398533
"TULP3" 4.51717754866186 5.27639799642952 1.54068829866143 4.28852036470649
"TEAD4" 6.04164352625005 5.68521141106368 -1.26666662339617 5.51091278604294
"TSPAN9" 7.38587673990544 4.73764623025864 2.64022397221235 2.70355786398533
"PRMT8" 1.76181726424252 -1.85349106759048 -1.26666662339617 2.70355786398533
"PARP11" 3.00233423351489 2.93249020367456 5.65219661387843 2.70355786398533
"CCND2" 7.23654618278099 6.97660464966955 6.508120436205 5.02548595887269
"FGF23" -0.810434184729082 -0.108063894676076 -1.26666662339617 2.70355786398533
"FGF6" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"C12orf4" 4.72135765697074 3.96443309617731 4.51469309012849 4.28852036470649
"RAD51AP1" 1.62813882901055 -0.896559789482364 -1.26666662339617 2.70355786398533
"DYRK4" 4.76977478602144 4.4737313269664 4.15959813130593 2.70355786398533
"AKAP3" -0.810434184729082 -1.85349106759048 -1.26666662339617 2.70355786398533
"NDUFA9" 5.52378028348611 5.70605472960083 4.56622339076857 5.02548595887269
"GALNT8" -1.88843669673036 -0.159594195316158 -1.26666662339617 2.70355786398533
"KCNA6" -1.35792198003158 -1.29709771906609 -1.26666662339617 2.70355786398533
"KCNA1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"KCNA5" 3.99420635263149 0.501989587007911 -1.26666662339617 2.70355786398533
"NTF3" 2.51906712986308 2.06467064035306 -1.26666662339617 2.70355786398533
"ANO2" 4.05277397206204 1.82059732360366 -1.26666662339617 2.70355786398533
"VWF" 11.2980386873511 6.36539264484768 1.90325837804614 5.87348286542765
"CD9" 8.29437145132519 7.69101886569405 5.57882342754821 2.70355786398533
"PLEKHG6" 0.872375639390219 2.23397177365986 -1.26666662339617 2.70355786398533
"TNFRSF1A" 8.50947557335251 7.65837783411548 6.84707554265302 6.95148537742892
"SCNN1A" 4.48660273461657 5.47742581052414 4.28792222828147 5.87348286542765
"LTBR" 6.85115641612395 6.15806508217841 4.841857833382 2.70355786398533
"CD27-AS1" 4.31450336193992 1.62128851538025 -1.26666662339617 2.70355786398533
"CD27" 1.81200302141074 1.15707817411971 -1.26666662339617 2.70355786398533
"TAPBPL" 4.67804023314562 3.56882109548612 2.19276499524113 4.28852036470649
"VAMP1" 3.63860582806162 3.83876544630259 3.8626163935488 5.51091278604294
"MRPL51" 6.48805049694668 6.03739904932432 4.92315793548385 5.02548595887269
"NCAPD2" 4.04230064083253 4.10207337475373 2.19276499524113 2.70355786398533
"SCARNA10" -5.05836169817267 4.70380368367544 4.66407071416672 4.28852036470649
"GAPDH" 10.7820966181252 12.3682337563172 10.5109996574846 10.9750208918897
"IFFO1" 5.32857854715164 3.37871821210618 -1.26666662339617 2.70355786398533
"NOP2" 6.3074139371536 6.9475990987384 3.5913143717314 5.51091278604294
"CHD4" 7.31586272795106 7.80082905384359 5.03711412478093 5.02548595887269
"SCARNA11" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"LPAR5" -1.15147110256415 0.688402711238792 0.318295877324987 2.70355786398533
"ACRBP" 1.51149391015828 0.248870650039199 3.25689533266084 2.70355786398533
"ING4" 4.48660273461657 4.0828004444586 2.43377309474492 4.28852036470649
"ZNF384" 5.75782198325967 5.83753395238155 2.82079621785417 4.28852036470649
"PIANP" 0.614063643798828 -3.13359898678321 -1.26666662339617 2.70355786398533
"COPS7A" 6.19371234462352 5.44112968130115 3.5913143717314 2.70355786398533
"MLF2" 7.9530402917074 7.30830771775903 8.85357125394579 8.31826770810054
"PTMS" 6.6784630009262 4.80807747319939 8.07540804460297 8.76964705444311
"LAG3" 2.37626652946406 3.37871821210618 -1.26666662339617 4.28852036470649
"CD4" 7.19755205116512 4.76035255311781 7.93545720043429 8.93237655448121
"GPR162" 4.49814435649926 2.09796508045148 2.82079621785417 2.70355786398533
"GNB3" 1.68310528822848 1.49367431879591 -1.26666662339617 2.70355786398533
"CDCA3" -2.25100677611506 -0.583401904222734 -1.26666662339617 2.70355786398533
"USP5" 5.64640654118993 4.48005894693841 2.43377309474492 4.28852036470649
"TPI1" 8.79563005167654 10.3556934879014 8.06200830393178 8.19541096031501
"SPSB2" 2.96954429839722 2.66267243614537 -1.26666662339617 2.70355786398533
"RPL13P5" 1.17045699232321 0.167570547937351 -1.26666662339617 2.70355786398533
"DSTNP2" 2.60697421901251 1.87282728237622 -1.26666662339617 2.70355786398533
"LRRC23" 4.03703532461989 2.80387992865873 -1.26666662339617 2.70355786398533
"ENO2" 5.78791221317724 7.88529663433844 0.318295877324987 4.28852036470649
"ATN1" 5.7972854678546 5.44221035179429 6.35538519606021 6.40399758212642
"C12orf57" 7.88066648359059 7.09367313035653 2.19276499524113 2.70355786398533
"PTPN6" 5.4204079213031 5.26178213440935 6.04621633188819 6.79102070523567
"MIR200C" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"MIR141" -5.05836169817267 -2.77102890739851 -1.26666662339617 2.70355786398533
"PHB2" 7.66166874832631 7.17229989781046 5.722018063376 7.09587528676409
"SCARNA12" 2.08118965422613 1.78014527986637 -1.26666662339617 2.70355786398533
"EMG1" 5.05668195198904 5.95424266372252 5.47480036300498 5.02548595887269
"LPCAT3" 5.49910200342516 5.87082214648584 5.33324621879096 2.70355786398533
"C1S" 8.3960661263432 7.32861112399837 9.05863883169351 9.39005839116855
"C1R" 8.65212190069726 8.25326429633463 7.70200016979904 8.06110986860342
"C1RL" 4.99012517581967 3.77500808141433 5.30318898493478 4.28852036470649
"C1RL-AS1" 2.10150963860572 2.95689154716469 -1.26666662339617 5.51091278604294
"RBP5" 3.38872152803698 1.60594055104682 -1.26666662339617 2.70355786398533
"CLSTN3" 5.54804351452512 5.42044162432507 3.12565079938259 4.28852036470649
"PEX5" 6.24940833371804 6.60569943881414 1.54068829866143 2.70355786398533
"ACSM4" -2.73643360328531 -1.29709771906609 -1.26666662339617 2.70355786398533
"CD163L1" 2.74253820174764 0.362826839336285 -1.26666662339617 2.70355786398533
"CD163" 5.41229717588788 5.77286217139368 6.21714915386809 4.28852036470649
"APOBEC1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"GDF3" -3.47339919745151 -5.94095390884082 -1.26666662339617 2.70355786398533
"DPPA3" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"CLEC4C" -0.970898856922328 -5.94095390884082 -1.26666662339617 2.70355786398533
"NANOGNB" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"NANOG" -1.59893007953537 -5.94095390884082 -1.26666662339617 2.70355786398533
"SLC2A14" -2.25100677611506 3.26116991498964 -1.26666662339617 2.70355786398533
"SLC2A3" 9.56042526163404 9.77412328026501 9.10293072288251 8.53644787815007
"FOXJ2" 5.27814486163759 5.80093436389443 1.90325837804614 2.70355786398533
"C3AR1" 3.36370306800014 4.83958585863114 8.03939506603217 7.74795198334379
"NECAP1" 5.47594118428196 5.91508249097834 6.89824030327952 5.51091278604294
"CLEC4A" 3.41331351621938 3.32348869138578 7.73051285754145 7.09587528676409
"POU5F1P3" -0.534799742115655 -1.29709771906609 -1.26666662339617 2.70355786398533
"ZNF705A" -3.47339919745151 -5.94095390884082 -1.26666662339617 2.70355786398533
"FAM66C" 2.47301976234364 -0.731500543211868 -1.26666662339617 2.70355786398533
"FAM90A1" 0.151091667456282 -1.4173919527838 -1.26666662339617 2.70355786398533
"FAM86FP" 1.62813882901055 -0.159594195316158 -1.26666662339617 2.70355786398533
"CLEC6A" -5.05836169817267 -2.77102890739851 1.90325837804614 2.70355786398533
"CLEC4D" 2.18004304115241 0.398896094043807 8.48988969912792 7.74795198334379
"CLEC4E" 4.16322542309214 3.74028450293699 11.0339719305976 11.2997476201297
"AICDA" -1.15147110256415 -1.85349106759048 -1.26666662339617 2.70355786398533
"MFAP5" 3.56002380408594 1.19859744355798 -1.26666662339617 2.70355786398533
"RIMKLB" 4.67125904538037 4.83794456716756 4.01873559546608 5.02548595887269
"A2ML1" -1.35792198003158 -3.61902581395346 -1.26666662339617 2.70355786398533
"PHC1" 3.34677976496368 3.83218529787887 -1.26666662339617 2.70355786398533
"M6PR" 5.26694375691701 6.78078614537223 5.55351233901902 5.02548595887269
"KLRG1" 0.964006114855787 1.45992552744137 -1.26666662339617 2.70355786398533
"LINC00612" -1.88843669673036 -2.48152229020352 -1.26666662339617 2.70355786398533
"A2M-AS1" 2.63512525932666 -0.811670891895851 1.54068829866143 2.70355786398533
"A2M" 12.0159993138801 9.14721320142077 7.58820175986407 7.5615388591129
"PZP" 0.774528315992074 0.398896094043807 -1.26666662339617 2.70355786398533
"A2MP1" -2.73643360328531 -2.0340633132323 -1.26666662339617 2.70355786398533
"MIR1244-3" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"MIR1244-2" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"MIR1244-1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"LOC642846" 2.35949081671323 2.26361723540839 -1.26666662339617 2.70355786398533
"DDX12P" 2.72954086121876 0.468437027296884 -1.26666662339617 2.70355786398533
"KLRB1" 2.21776270710157 3.87122339667363 0.318295877324987 2.70355786398533
"LOC374443" 2.59268999300626 3.44921504735937 -1.26666662339617 5.02548595887269
"CLEC2D" 3.67973056144782 5.56634521528195 2.19276499524113 2.70355786398533
"CLECL1" -0.104165387785792 0.287864781655063 2.64022397221235 2.70355786398533
"CD69" 4.13885499493738 3.73323835930487 7.70774796640936 5.51091278604294
"KLRF1" -0.970898856922328 2.36738512129859 1.05526147149119 2.70355786398533
"CLEC2B" 5.17165873753297 7.45337479969642 7.87032448868406 7.98896008284758
"KLRF2" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"CLEC2A" -1.88843669673036 -5.94095390884082 -1.26666662339617 2.70355786398533
"CLEC12A" 1.81200302141074 1.09246909269663 5.89320471338222 2.70355786398533
"CLEC1B" 0.49622715350497 -3.13359898678321 -1.26666662339617 2.70355786398533
"CLEC12B" -0.666044275393907 -1.08297291371325 3.77772749596228 2.70355786398533
"CLEC9A" -0.810434184729082 -0.51468915413872 -1.26666662339617 2.70355786398533
"CLEC1A" 5.44844173962298 5.97977111091036 7.79132509936301 6.95148537742892
"CLEC7A" 4.5800742158178 2.18316740298837 6.83662118501585 7.65775417437221
"OLR1" 4.61229455094577 5.29565829137493 11.3241543075344 10.5044577639056
"TMEM52B" -1.59893007953537 0.325832631854084 3.25689533266084 2.70355786398533
"GABARAPL1" 8.03720015695836 8.51507958644835 6.99542822197401 7.22711982004235
"KLRD1" 2.19902614451998 2.64024667308414 2.19276499524113 2.70355786398533
"KLRK1" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"KLRC4-KLRK1" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"KLRC4" -5.05836169817267 -2.77102890739851 -1.26666662339617 2.70355786398533
"KLRC3" -1.35792198003158 0.0814139041876367 2.19276499524113 2.70355786398533
"KLRC2" -5.05836169817267 -0.213033454277619 -1.26666662339617 2.70355786398533
"KLRC1" -0.414505508397943 0.325832631854084 -1.26666662339617 2.70355786398533
"MAGOHB" 3.5673471448918 4.1844595616425 4.7994225670616 4.28852036470649
"STYK1" -1.15147110256415 0.287864781655063 -1.26666662339617 2.70355786398533
"TAS2R7" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"TAS2R8" -1.88843669673036 -5.94095390884082 -1.26666662339617 2.70355786398533
"TAS2R9" -3.47339919745151 -5.94095390884082 -1.26666662339617 2.70355786398533
"TAS2R10" -3.47339919745151 -3.61902581395346 -1.26666662339617 2.70355786398533
"PRH1-PRR4" 0.36790305652943 -0.159594195316158 -1.26666662339617 2.70355786398533
"PRR4" -2.25100677611506 -3.61902581395346 -1.26666662339617 2.70355786398533
"PRH1" -2.25100677611506 -3.61902581395346 -1.26666662339617 2.70355786398533
"TAS2R13" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"PRH2" -2.73643360328531 -1.18606640667735 -1.26666662339617 2.70355786398533
"TAS2R14" -0.104165387785792 0.248870650039199 -1.26666662339617 2.70355786398533
"TAS2R50" -2.73643360328531 -3.13359898678321 -1.26666662339617 2.70355786398533
