"Series15_HealthyLungBiopsy_2" "Series15_HealthyLungBiopsy_1" "Series15_COVID19Lung_2" "Series15_COVID19Lung_1"
"PRDM16" 3.0237873431812 4.07724626997241 1.90325837804614 2.70355786398533
"MIR4251" -5.05836169817267 -2.77102890739851 -1.26666662339617 2.70355786398533
"ARHGEF16" 0.614063643798828 0.208793210663864 2.64022397221235 2.70355786398533
"MEGF6" 4.54340909023504 2.99273674611142 3.94278674223278 2.70355786398533
"MIR551A" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"TPRG1L" 6.44992828796768 5.79502513077259 -1.26666662339617 4.28852036470649
"WRAP73" 4.08374535912988 4.7288169796847 0.318295877324987 2.70355786398533
"TP73" -0.200380703045096 0.248870650039199 2.19276499524113 2.70355786398533
"TP73-AS1" 5.01444083637154 3.40112075915832 -1.26666662339617 2.70355786398533
"CCDC27" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"SMIM1" -0.970898856922328 -0.731500543211868 -1.26666662339617 2.70355786398533
"LRRC47" 5.38768770854388 4.71815005463284 -1.26666662339617 2.70355786398533
"CEP104" 3.54526464681352 3.47478785944927 -1.26666662339617 2.70355786398533
"DFFB" 2.93599173868619 1.425368305405 -1.26666662339617 2.70355786398533
"C1orf174" 3.83342200504564 3.87442938697272 2.43377309474492 2.70355786398533
"AJAP1" -0.810434184729082 2.00741332274386 -1.26666662339617 2.70355786398533
"MIR4689" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"NPHP4" 3.53782805797174 3.30934450906551 1.05526147149119 2.70355786398533
"KCNAB2" 5.06963262280373 4.13986361876751 -1.26666662339617 2.70355786398533
"CHD5" 1.13146286070735 -1.54863648606206 -1.26666662339617 2.70355786398533
"RPL22" 8.83617189290609 7.91264805511182 7.55031699985921 7.22711982004235
"RNF207" 2.23625905071896 1.15707817411971 -1.26666662339617 2.70355786398533
"ICMT" 5.46029145750072 4.01178733834567 3.37718956637856 2.70355786398533
"HES3" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"GPR153" 3.61759533476908 1.3899629692738 -1.26666662339617 2.70355786398533
"ACOT7" 5.35632353763455 3.70109778408716 2.82079621785417 2.70355786398533
"HES2" 1.0501627586055 0.53477952212558 -1.26666662339617 2.70355786398533
"ESPN" -2.73643360328531 -3.13359898678321 -1.26666662339617 2.70355786398533
"MIR4252" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"TNFRSF25" 3.61052328609358 3.71547095443696 -1.26666662339617 2.70355786398533
"PLEKHG5" 3.20373314719751 2.76985252485853 -1.26666662339617 2.70355786398533
"NOL9" 4.41939656827122 4.11297197269029 3.37718956637856 2.70355786398533
"TAS1R1" -1.59893007953537 -3.61902581395346 -1.26666662339617 2.70355786398533
"ZBTB48" 4.81354353948652 3.94321661026762 2.19276499524113 2.70355786398533
"KLHL21" 5.43849207921537 6.36482286006899 1.54068829866143 4.28852036470649
"PHF13" 4.60519640604461 5.89154057549529 0.318295877324987 2.70355786398533
"THAP3" 4.25225108348686 4.72171446667672 2.19276499524113 2.70355786398533
"DNAJC11" 3.65931472489373 3.95234762201975 -1.26666662339617 2.70355786398533
"CAMTA1" 6.27981755172744 6.9475990987384 6.82609051752368 6.40399758212642
"VAMP3" 8.00284070887234 6.96912662312554 5.95250189706599 5.87348286542765
"PER3" 4.50578779181306 5.01832359687968 -1.26666662339617 2.70355786398533
"UTS2" 0.824281351189174 -1.85349106759048 -1.26666662339617 2.70355786398533
"TNFRSF9" 1.41737173279373 3.68292758117264 -1.26666662339617 2.70355786398533
"PARK7" 7.64446031360436 7.39708602426706 5.85227444932734 7.09587528676409
"ERRFI1" 7.27507321711138 9.64062919081579 3.37718956637856 2.70355786398533
"SLC45A1" 2.16080682228949 -1.4173919527838 -1.26666662339617 2.70355786398533
"RERE" 7.07510164835077 6.16266174755373 5.03711412478093 2.70355786398533
"ENO1" 9.90014570577289 11.7204693157795 8.58975890522936 8.93237655448121
"ENO1-AS1" -2.25100677611506 -3.61902581395346 -1.26666662339617 2.70355786398533
"CA6" -5.05836169817267 -2.77102890739851 -1.26666662339617 2.70355786398533
"SLC2A7" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"SLC2A5" 1.90742258648942 2.14119513251305 -1.26666662339617 2.70355786398533
"GPR157" -5.05836169817267 -0.449100812511143 -1.26666662339617 2.70355786398533
"MIR34A" -5.05836169817267 -1.4173919527838 -1.26666662339617 2.70355786398533
"H6PD" 6.36212491465311 4.69476421149023 4.15959813130593 2.70355786398533
"SPSB1" 7.50125438764006 6.64752650398894 5.62815113991177 5.51091278604294
"SLC25A33" 4.89437954901382 4.83465637191872 -1.26666662339617 5.51091278604294
"TMEM201" 3.77136103691339 2.98088702823367 -1.26666662339617 2.70355786398533
"PIK3CD" 4.49046021028608 5.73279683059725 4.22518647293351 2.70355786398533
"CLSTN1" 6.43899119530438 5.30638026918791 3.94278674223278 4.28852036470649
"CTNNBIP1" 5.25791983357355 3.14915851082347 -1.26666662339617 4.28852036470649
"LZIC" 3.22240907195794 3.42318074616723 2.19276499524113 2.70355786398533
"NMNAT1" 1.54155114401446 0.929410810742587 -1.26666662339617 4.28852036470649
"RBP7" 4.7634122837979 -0.51468915413872 2.43377309474492 5.87348286542765
"UBE4B" 5.21193362829937 4.78441234905482 3.68752968699071 2.70355786398533
"KIF1B" 5.76580151157149 5.63789048271738 5.03711412478093 5.51091278604294
"PGD" 6.95670483505762 7.33967188866836 7.18866059690839 7.74795198334379
"CORT" -5.05836169817267 -2.48152229020352 -1.26666662339617 2.70355786398533
"DFFA" 4.18719100808301 4.12916703563601 1.90325837804614 5.02548595887269
"PEX14" 3.46127455467055 3.21639302652203 3.12565079938259 2.70355786398533
"CASZ1" 3.68647213932688 4.41329547310442 2.43377309474492 2.70355786398533
"C1orf127" -5.05836169817267 -3.61902581395346 -1.26666662339617 2.70355786398533
"TARDBP" 7.1143783188767 7.9476942225337 4.841857833382 2.70355786398533
"MASP2" 2.25452125711169 1.00156059649842 2.64022397221235 2.70355786398533
"SRM" 6.04295745625061 5.8135160864348 5.81014897365466 5.51091278604294
"EXOSC10" 5.89946586266108 5.62081135478689 4.22518647293351 2.70355786398533
"MTOR" 5.24427722561488 5.62652689230223 3.5913143717314 2.70355786398533
"MTOR-AS1" -5.05836169817267 -3.13359898678321 -1.26666662339617 2.70355786398533
"ANGPTL7" -1.88843669673036 -2.24051419069973 -1.26666662339617 2.70355786398533
"UBIAD1" 4.45536589777977 4.85589688642634 -1.26666662339617 2.70355786398533
"FBXO2" 1.51149391015828 0.62890169949013 1.05526147149119 2.70355786398533
"FBXO44" 3.99420635263149 3.31407466097791 -1.26666662339617 2.70355786398533
"FBXO6" 3.83342200504564 3.43191115127177 4.01873559546608 5.87348286542765
"MAD2L2" 5.85527572987644 5.9212959920107 4.28792222828147 5.02548595887269
"DRAXIN" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"AGTRAP" 5.89219419887484 5.35538877585207 3.5913143717314 5.87348286542765
"MTHFR" 5.92676867529423 4.67099303297916 0.318295877324987 2.70355786398533
"CLCN6" 4.4943073993416 4.7895162283434 -1.26666662339617 2.70355786398533
"NPPA-AS1" -1.35792198003158 -0.583401904222734 -1.26666662339617 2.70355786398533
"NPPA" -0.666044275393907 -0.449100812511143 -1.26666662339617 2.70355786398533
"NPPB" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"KIAA2013" 5.16925424524156 4.43734094707107 2.98126089004742 2.70355786398533
"PLOD1" 6.70194242711371 6.63812627499394 4.51469309012849 2.70355786398533
"MFN2" 6.89982848552107 7.12126091581829 -1.26666662339617 5.51091278604294
"MIIP" 4.28371296982647 3.26116991498964 0.318295877324987 5.02548595887269
"TNFRSF8" 1.68310528822848 1.17798716388269 -1.26666662339617 2.70355786398533
"TNFRSF1B" 7.34917163349866 7.78834818312818 5.07318337948846 6.79102070523567
"MIR4632" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"VPS13D" 5.864222704541 6.23178610820855 1.05526147149119 2.70355786398533
"SNORA59B" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"SNORA59A" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"DHRS3" 5.9052569192713 6.60086871258335 5.14272431274153 4.28852036470649
"AADACL4" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"AADACL3" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"C1orf158" -5.05836169817267 -0.268528566869322 1.05526147149119 2.70355786398533
"PRAMEF12" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF1" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"PRAMEF11" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"HNRNPCL1" -0.200380703045096 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF2" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF4" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF10" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF8" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF7" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF6" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF22" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF5" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF9" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF15" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF14" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF13" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF19" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF18" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF20" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PRAMEF17" -2.73643360328531 -5.94095390884082 -1.26666662339617 2.70355786398533
"LRRC38" -5.05836169817267 -0.0583108594789764 -1.26666662339617 5.02548595887269
"PDPN" 5.69234528805228 6.81497683224358 6.44069250868471 7.09587528676409
"PRDM2" 5.53128944834212 6.41687297336996 -1.26666662339617 4.28852036470649
"KAZN" 5.72872462637895 4.81142673771208 1.05526147149119 2.70355786398533
"TMEM51-AS1" 0.614063643798828 1.07027334658244 -1.26666662339617 2.70355786398533
"TMEM51" 4.71477750854702 6.90316336074718 1.54068829866143 2.70355786398533
"FHAD1" 1.57099492190694 0.501989587007911 -1.26666662339617 2.70355786398533
"EFHD2" 6.60564106471383 6.59893188391066 7.76950698915732 7.09587528676409
"CTRC" -0.200380703045096 -0.655551689978569 -1.26666662339617 2.70355786398533
"CELA2A" -1.88843669673036 -3.61902581395346 -1.26666662339617 2.70355786398533
"CELA2B" -1.15147110256415 -1.18606640667735 -1.26666662339617 2.70355786398533
"CASP9" 4.83797070573727 3.44490849180064 0.318295877324987 2.70355786398533
"DNAJC16" 3.58188323804968 3.47900626900707 4.66407071416672 2.70355786398533
"AGMAT" -1.35792198003158 -2.24051419069973 -1.26666662339617 2.70355786398533
"DDI2" -0.303474196009199 1.3899629692738 -1.26666662339617 2.70355786398533
"RSC1A1" 1.28148830471196 1.63647491919493 2.43377309474492 2.70355786398533
"PLEKHM2" 6.34305118054151 6.70627964113623 0.318295877324987 2.70355786398533
"SLC25A34" 1.97506130336478 2.00741332274386 -1.26666662339617 2.70355786398533
"TMEM82" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"FBLIM1" 6.35367881637898 3.88082007312975 4.01873559546608 2.70355786398533
"UQCRHL" 2.63512525932666 2.60979287654243 1.54068829866143 2.70355786398533
"FLJ37453" 3.13639515624958 1.92323223581346 0.318295877324987 2.70355786398533
"SPEN" 6.51196840285813 6.96311616770532 5.10837280795076 5.51091278604294
"ZBTB17" 6.13946929983953 5.70064630699354 0.318295877324987 4.28852036470649
"HSPB7" 5.12527368330055 2.66267243614537 -1.26666662339617 2.70355786398533
"CLCNKA" 0.299190306445416 -4.35599140811966 -1.26666662339617 2.70355786398533
"CLCNKB" -0.414505508397943 -3.61902581395346 -1.26666662339617 2.70355786398533
"FAM131C" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"EPHA2" 5.4875680709128 7.80040773675192 3.68752968699071 2.70355786398533
"ARHGEF19" 4.09392314413391 2.62510012933027 1.90325837804614 2.70355786398533
"FBXO42" 4.19193671973366 5.12176685832423 2.98126089004742 2.70355786398533
"SZRD1" 7.52213243060463 7.38701969377307 6.16796160424056 6.61044845959385
"SPATA21" -1.59893007953537 -2.0340633132323 -1.26666662339617 2.70355786398533
"NECAP2" 6.73239405194565 7.12799227080797 4.92315793548385 4.28852036470649
"CROCCP3" 1.99692073732852 1.29745083048426 -1.26666662339617 2.70355786398533
"MIR3675" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"NBPF1" 2.93599173868619 2.54688612498223 -1.26666662339617 2.70355786398533
"CROCCP2" 4.7081672104262 3.73323835930487 3.37718956637856 2.70355786398533
"MST1P2" 0.433491398157007 -0.51468915413872 -1.26666662339617 2.70355786398533
"ESPNP" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"MST1L" -1.88843669673036 -0.0583108594789764 -1.26666662339617 2.70355786398533
"CROCC" 4.09898523719017 2.19347241138011 -1.26666662339617 2.70355786398533
"MFAP2" 2.89000553341201 1.11432852666037 -1.26666662339617 2.70355786398533
"ATP13A2" 3.79650668508757 4.69476421149023 1.54068829866143 2.70355786398533
"SDHB" 6.3882047108934 6.35165531392348 3.94278674223278 6.16298948262263
"PADI2" 2.89000553341201 2.09796508045148 6.77225236589613 7.4584453661488
"PADI1" -5.05836169817267 -0.731500543211868 -1.26666662339617 2.70355786398533
"PADI3" -0.970898856922328 -5.94095390884082 -1.26666662339617 2.70355786398533
"PADI4" 3.53782805797174 -0.731500543211868 4.46125383116703 6.79102070523567
"PADI6" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"RCC2" 6.68605171238499 6.75362162868517 3.68752968699071 4.28852036470649
"ARHGEF10L" 4.33610099643765 4.02049578555738 -1.26666662339617 2.70355786398533
"ACTL8" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"IGSF21" 1.35102923796503 -3.13359898678321 -1.26666662339617 2.70355786398533
"KLHDC7A" -0.666044275393907 -1.29709771906609 -1.26666662339617 2.70355786398533
"PAX7" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"TAS1R2" -5.05836169817267 -4.35599140811966 -1.26666662339617 2.70355786398533
"ALDH4A1" 4.15838416002264 1.45992552744137 -1.26666662339617 2.70355786398533
"MIR4695" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"IFFO2" 4.56185812733482 4.78099970396057 2.43377309474492 2.70355786398533
"UBR4" 6.87717171477808 8.58682851353439 5.65219661387843 5.51091278604294
"EMC1" 5.14253690686578 5.51796529812677 3.94278674223278 5.02548595887269
"MRTO4" 6.1443743450775 6.45216836474871 4.28792222828147 4.28852036470649
"AKR7L" 0.964006114855787 -2.24051419069973 -1.26666662339617 2.70355786398533
"AKR7A3" 0.669558756390531 -1.08297291371325 -1.26666662339617 2.70355786398533
"LOC100506730" 1.41737173279373 -0.51468915413872 -1.26666662339617 2.70355786398533
"AKR7A2" 5.8250452882157 3.60786799961793 2.19276499524113 2.70355786398533
"PQLC2" 3.60341639959932 2.98682405324152 0.318295877324987 2.70355786398533
"CAPZB" 8.42834764761689 7.66139699740851 8.89949645924994 9.47174218876226
"MINOS1" 6.21485111168167 5.84327195158543 6.55988186389475 5.02548595887269
"NBL1" 1.13146286070735 -1.69302639539723 -1.26666662339617 2.70355786398533
"HTR6" -5.05836169817267 -3.13359898678321 -1.26666662339617 2.70355786398533
"TMCO4" 3.71971543136269 2.6326932786525 -1.26666662339617 2.70355786398533
"RNF186" -5.05836169817267 -3.61902581395346 -1.26666662339617 2.70355786398533
"OTUD3" 3.8929230167943 6.24299156291643 -1.26666662339617 2.70355786398533
"PLA2G2E" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PLA2G2A" 6.81853889286764 -0.811670891895851 3.94278674223278 5.87348286542765
"PLA2G5" 3.44546403982308 -0.213033454277619 1.54068829866143 2.70355786398533
"PLA2G2D" 0.433491398157007 -0.811670891895851 -1.26666662339617 2.70355786398533
"PLA2G2F" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PLA2G2C" -2.73643360328531 -5.94095390884082 -1.26666662339617 2.70355786398533
"UBXN10" 2.10150963860572 0.167570547937351 -1.26666662339617 2.70355786398533
"VWA5B1" -0.666044275393907 -5.94095390884082 -1.26666662339617 2.70355786398533
"CAMK2N1" 6.06640583764981 4.37984664004082 5.722018063376 5.51091278604294
"MUL1" 5.00907266258385 5.6015943534944 0.318295877324987 2.70355786398533
"FAM43B" -0.666044275393907 -5.94095390884082 1.05526147149119 2.70355786398533
"CDA" 3.99963002458651 0.125135281616955 7.41632796028551 8.48491757750999
"PINK1" 6.62682509842268 4.58750020192397 1.54068829866143 4.28852036470649
"DDOST" 7.17495838455815 7.14368841334714 5.44757889426995 5.87348286542765
"KIF17" 4.05277397206204 4.52154836375645 1.05526147149119 2.70355786398533
"SH2D5" -3.47339919745151 4.55589986854722 -1.26666662339617 2.70355786398533
"HP1BP3" 7.13177162369213 7.29760010825778 5.81014897365466 5.02548595887269
"EIF4G3" 5.03835345631587 5.43136704602644 5.87288472900262 4.28852036470649
"ECE1" 8.51090057474342 8.14874483482325 5.85227444932734 2.70355786398533
"LOC100506801" 0.0709213187722987 0.501989587007911 -1.26666662339617 2.70355786398533
"NBPF3" 1.0501627586055 1.91079513257524 -1.26666662339617 2.70355786398533
"ALPL" 6.7184825342295 4.24516033070082 8.29366621081627 9.57392258356874
"RAP1GAP" 1.51149391015828 2.48949864282471 2.19276499524113 2.70355786398533
"USP48" 5.10528797784316 5.31584447723857 1.90325837804614 2.70355786398533
"LDLRAD2" 0.49622715350497 -1.08297291371325 -1.26666662339617 2.70355786398533
"HSPG2" 4.62988861096051 5.16429987086007 1.90325837804614 5.02548595887269
"CELA3B" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"CELA3A" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"LINC00339" 3.88708213820524 2.48949864282471 1.54068829866143 2.70355786398533
"CDC42" 8.35804001022357 8.51956598068407 8.93423198164228 9.21135250418403
"WNT4" 0.824281351189174 0.929410810742587 -1.26666662339617 2.70355786398533
"ZBTB40" 4.95705335421402 5.53629841509713 3.12565079938259 2.70355786398533
"EPHA8" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"C1QA" 8.4485656771722 6.79988091730444 7.146961305628 8.48491757750999
"C1QC" 6.31287043019695 5.33575211105161 8.49322155982567 9.47174218876226
"C1QB" 7.98449463986319 6.86055237779562 8.70918134461061 9.80158994694586
"EPHB2" 2.16080682228949 5.37589327476165 3.4882208787673 2.70355786398533
"MIR4684" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"MIR4253" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"KDM1A" 5.95635623168734 6.35223032191869 1.54068829866143 2.70355786398533
"MIR3115" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"LUZP1" 5.71064962292435 7.02933176805621 1.90325837804614 2.70355786398533
"HTR1D" 0.918918225327249 -3.61902581395346 -1.26666662339617 4.28852036470649
"HNRNPR" 7.26328459281871 7.10838416291111 5.74456063202708 5.87348286542765
"ZNF436" 4.91174419243951 3.71189106416116 3.68752968699071 2.70355786398533
"TCEA3" 5.10024799004181 2.76985252485853 -1.26666662339617 2.70355786398533
"ASAP3" 4.79806383045286 2.64024667308414 -1.26666662339617 2.70355786398533
"E2F2" 0.433491398157007 -1.18606640667735 -1.26666662339617 2.70355786398533
"ID3" 8.05391489346661 7.59128024434069 4.7994225670616 2.70355786398533
"MDS2" -5.05836169817267 -2.48152229020352 -1.26666662339617 2.70355786398533
"RPL11" 10.7352162113226 10.1644840433891 9.51387314407579 10.1547689758177
"PITHD1" 6.17105799005775 6.12681654860701 3.8626163935488 2.70355786398533
"LYPLA2" 5.95775014004784 5.8939121295212 3.94278674223278 2.70355786398533
"GALE" 3.80891704153699 5.03130793989247 3.4882208787673 2.70355786398533
"HMGCL" 5.12775254136897 4.87362855706546 1.05526147149119 2.70355786398533
"FUCA1" 4.76659704235585 3.40112075915832 4.15959813130593 6.16298948262263
"CNR2" -5.05836169817267 -1.54863648606206 -1.26666662339617 2.70355786398533
"MIR378F" -5.05836169817267 -5.94095390884082 -1.26666662339617 2.70355786398533
"PNRC2" 4.45930768996114 5.55440148339516 -1.26666662339617 5.51091278604294
